tiempo,yaw1,pitch1,roll1,yaw2,pitch2,roll2,yaw3,pitch3,roll3,yaw4,pitch4,roll4,yaw5,pitch5,roll5,yaw6,pitch6,roll6,yaw7,pitch7,roll7
59.794,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.22,0.47,0.01
59.805,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.22,0.47,0.01
59.816,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.827,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.837,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.848,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.859,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.868,-0.32,0.41,0.09, -1.76,0.50,-0.02, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.879,-0.32,0.41,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.89,-0.32,0.41,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.901,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.912,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.923,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.933,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.944,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.954,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.964,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.975,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.986,-0.31,0.40,0.08, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
59.997,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.008,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.019,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.03,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.04,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.05,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.061,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.072,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.082,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.093,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.104,-0.29,0.45,0.07, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.114,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.124,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.134,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.145,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.156,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.167,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.178,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.189,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.2,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.209,-0.15,0.50,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.219,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.23,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.241,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.252,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.263,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.274,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.285,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.294,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.305,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.315,-0.25,0.32,0.06, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.326,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.337,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.348,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.359,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.37,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.379,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.39,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.401,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.411,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.422,-0.24,0.46,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.433,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.444,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.455,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.464,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.475,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.485,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.497,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.507,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.518,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.529,-0.24,0.45,0.09, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.54,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.549,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.56,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.57,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.581,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.592,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.603,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.614,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.625,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.634,-0.24,0.50,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.645,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.656,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.666,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.677,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.688,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.699,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.71,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.719,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.73,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.741,-0.24,0.52,0.10, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.752,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.762,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.773,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.784,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.795,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.804,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.815,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.826,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.837,-0.23,0.52,0.12, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.847,0.07,0.40,0.17, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.858,0.07,0.40,0.17, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
60.868,0.07,0.40,0.17, -1.55,0.40,0.01, 0.06,0.24,0.07, -0.09,-1.86,-0.18, 0.00,0.00,0.00, -0.35,-0.01,-0.08, -0.24,0.48,-0.00
