tiempo,yaw1,pitch1,roll1,yaw2,pitch2,roll2,yaw3,pitch3,roll3,yaw4,pitch4,roll4,yaw5,pitch5,roll5,yaw6,pitch6,roll6,yaw7,pitch7,roll7
47.591,0.04,0.01,0.05, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.602,0.04,0.01,0.05, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.612,0.04,0.01,0.05, 0.06,0.02,0.03, 0.00,0.00,0.00, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.621,0.03,0.01,0.04, 0.06,0.02,0.03, 0.00,0.00,0.00, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.632,0.03,0.01,0.04, 0.06,0.02,0.03, 0.10,0.08,0.03, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.641,0.03,0.01,0.04, 0.06,0.03,0.03, 0.10,0.08,0.03, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.651,0.03,0.01,0.04, 0.06,0.03,0.03, 0.10,0.08,0.03, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00,0.00
47.662,0.03,0.01,0.04, 0.06,0.03,0.03, 0.10,0.08,0.03, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.01,0.01,0.10, 0.00,0.00,0.00
47.671,0.03,0.01,0.04, 0.06,0.03,0.03, 0.10,0.08,0.03, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.681,0.03,0.01,0.04, 0.06,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.01, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.69,0.03,0.01,0.04, 0.06,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.701,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.711,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.72,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.731,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.741,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.75,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.761,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.77,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.78,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.791,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.8,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.81,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.821,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.83,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.84,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.849,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.03,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.86,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.03,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.87,0.03,0.01,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.03,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.879,0.03,0.02,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.03,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.89,0.03,0.02,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.03,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.9,0.03,0.02,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.03,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.909,0.03,0.02,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.92,0.03,0.02,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,0.00,0.06
47.929,0.03,0.02,0.04, 0.06,0.03,0.02, 0.09,0.09,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.05
47.94,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.09,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.05
47.95,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.05
47.959,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.05
47.971,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
47.98,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
47.989,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.0,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.012,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.019,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.03,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.041,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.049,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.06,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.071,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.00,0.10, -0.06,-0.01,0.05
48.08,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.05
48.09,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.05
48.101,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.11,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.12,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.131,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.14,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.02,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.15,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.161,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.171,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.181,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.191,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.2,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.211,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.22,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.231,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.241,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.25,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.261,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.271,0.03,0.02,0.04, 0.06,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.281,0.03,0.02,0.04, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.291,0.03,0.02,0.04, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.302,0.03,0.02,0.04, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.31,0.03,0.02,0.04, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.321,0.03,0.02,0.04, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, 0.01,0.01,0.10, -0.06,-0.01,0.06
48.331,0.03,0.02,0.04, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.341,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.351,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.362,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.371,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.382,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.392,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.403,0.04,0.01,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.412,0.04,0.02,0.05, 0.05,0.04,0.02, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.422,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.433,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.442,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.452,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.463,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.472,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.483,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.493,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.503,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.06,-0.01,0.06
48.513,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.524,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.535,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.02, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.544,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.554,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.564,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.574,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.584,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.595,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.604,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.614,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.625,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.637,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.645,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.655,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.664,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.675,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.686,0.04,0.02,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.694,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.705,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.02,-0.02, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.716,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.726,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.735,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.746,0.04,0.02,0.05, 0.05,0.03,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.757,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.769,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.776,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.787,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.796,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.806,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.00,0.01,0.10, -0.07,-0.01,0.06
48.817,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.826,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.837,0.04,0.02,0.05, 0.05,0.03,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.847,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.856,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.867,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.877,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.888,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.897,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.908,0.04,0.02,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.919,0.03,0.01,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.927,0.03,0.01,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.938,0.03,0.01,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.07,-0.01,0.06
48.949,0.03,0.01,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
48.958,0.03,0.01,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
48.968,0.03,0.01,0.05, 0.05,0.04,0.03, 0.08,0.08,0.02, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
48.979,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
48.988,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
48.999,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
49.009,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
49.018,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
49.028,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
49.039,0.03,0.01,0.05, 0.05,0.04,0.03, 0.09,0.08,0.03, 0.03,0.01,-0.03, 0.00,0.00,0.00, -0.01,0.01,0.09, -0.08,0.00,0.06
